New Relic for Node.js was unable to bootstrap itself due to an error:
Error: New Relic requires that you name this application!
Set app_name in your newrelic.js or newrelic.cjs file or set environment variable
NEW_RELIC_APP_NAME. Not starting!
[2024-02-07 10:04:23:236] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/uniGraph' initializing=true isInWorkspace=true...
[2024-02-07 10:04:23:237] GIT: Running(/var/www/localhost/htdocs/uniGraph): git rev-parse --show-toplevel
[2024-02-07 10:04:23:245] [f2] CodeStreamAgent.sendNotification(codestream/agentInitialized)
[2024-02-07 10:04:23:245] [f2] CodeStreamAgent.sendNotification(codestream/agentInitialized) completed • 0 ms
[2024-02-07 10:04:23:246] GIT: Completed(/var/www/localhost/htdocs/uniGraph): git rev-parse --show-toplevel in 8 ms
[2024-02-07 10:04:23:247] repositorySearch: Repository found in rootPath '/var/www/localhost/htdocs/uniGraph' isInWorkspace=true
[2024-02-07 10:04:23:291] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/uniGraph' took 54 ms
[2024-02-07 10:04:23:291] startCore: found 1 repositories in file:///var/www/localhost/htdocs/uniGraph
[2024-02-07 10:04:23:291] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/KonSoulOperator' initializing=true isInWorkspace=true...
[2024-02-07 10:04:23:292] GIT: Running(/var/www/localhost/htdocs/KonSoulOperator): git rev-parse --show-toplevel
[2024-02-07 10:04:23:304] GIT: Completed(/var/www/localhost/htdocs/KonSoulOperator): git rev-parse --show-toplevel in 12 ms
[2024-02-07 10:04:23:304] repositorySearch: Repository found in rootPath '/var/www/localhost/htdocs/KonSoulOperator' isInWorkspace=true
[2024-02-07 10:04:23:509] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/KonSoulOperator' took 217 ms
[2024-02-07 10:04:23:509] startCore: found 1 repositories in file:///var/www/localhost/htdocs/KonSoulOperator
[2024-02-07 10:04:23:509] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/kikpaste' initializing=true isInWorkspace=true...
[2024-02-07 10:04:23:509] GIT: Running(/var/www/localhost/htdocs/kikpaste): git rev-parse --show-toplevel
[2024-02-07 10:04:23:521] GIT: Completed(/var/www/localhost/htdocs/kikpaste): git rev-parse --show-toplevel in 12 ms
[2024-02-07 10:04:23:522] repositorySearch: Repository found in rootPath '/var/www/localhost/htdocs/kikpaste' isInWorkspace=true
[2024-02-07 10:04:23:586] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/kikpaste' took 77 ms
[2024-02-07 10:04:23:586] startCore: found 1 repositories in file:///var/www/localhost/htdocs/kikpaste
[2024-02-07 10:04:23:586] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/MultiVerse' initializing=true isInWorkspace=true...
[2024-02-07 10:04:23:587] GIT: Running(/var/www/localhost/htdocs/MultiVerse): git rev-parse --show-toplevel
[2024-02-07 10:04:23:600] GIT: Completed(/var/www/localhost/htdocs/MultiVerse): git rev-parse --show-toplevel in 12 ms
[2024-02-07 10:04:23:600] repositorySearch: Repository found in rootPath '/var/www/localhost/htdocs/MultiVerse' isInWorkspace=true
[2024-02-07 10:04:23:660] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/MultiVerse' took 73 ms
[2024-02-07 10:04:23:660] startCore: found 1 repositories in file:///var/www/localhost/htdocs/MultiVerse
[2024-02-07 10:04:23:661] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/PerfectLint' initializing=true isInWorkspace=true...
[2024-02-07 10:04:23:661] GIT: Running(/var/www/localhost/htdocs/PerfectLint): git rev-parse --show-toplevel
[2024-02-07 10:04:23:668] GIT: Completed(/var/www/localhost/htdocs/PerfectLint): git rev-parse --show-toplevel in 7 ms
[2024-02-07 10:04:23:668] repositorySearch: Repository found in rootPath '/var/www/localhost/htdocs/PerfectLint' isInWorkspace=true
[2024-02-07 10:04:23:793] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/PerfectLint' took 132 ms
[2024-02-07 10:04:23:793] startCore: found 1 repositories in file:///var/www/localhost/htdocs/PerfectLint
[2024-02-07 10:04:23:793] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/NextMc2squared' initializing=true isInWorkspace=true...
[2024-02-07 10:04:23:793] GIT: Running(/var/www/localhost/htdocs/NextMc2squared): git rev-parse --show-toplevel
[2024-02-07 10:04:23:803] GIT: Completed(/var/www/localhost/htdocs/NextMc2squared): git rev-parse --show-toplevel in 10 ms
[2024-02-07 10:04:23:803] repositorySearch: Repository found in rootPath '/var/www/localhost/htdocs/NextMc2squared' isInWorkspace=true
[2024-02-07 10:04:24:019] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/NextMc2squared' took 225 ms
[2024-02-07 10:04:24:019] startCore: found 1 repositories in file:///var/www/localhost/htdocs/NextMc2squared
[2024-02-07 10:04:24:019] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/CloudNine' initializing=true isInWorkspace=true...
[2024-02-07 10:04:24:020] GIT: Running(/var/www/localhost/htdocs/CloudNine): git rev-parse --show-toplevel
[2024-02-07 10:04:24:033] GIT: Completed(/var/www/localhost/htdocs/CloudNine): git rev-parse --show-toplevel in 13 ms
[2024-02-07 10:04:24:033] repositorySearch: Repository found in rootPath '/var/www/localhost/htdocs/CloudNine' isInWorkspace=true
[2024-02-07 10:04:24:078] repositorySearch: Searching for repositories (depth=2) in '/var/www/localhost/htdocs/CloudNine' took 58 ms
[2024-02-07 10:04:24:078] startCore: found 1 repositories in file:///var/www/localhost/htdocs/CloudNine
[2024-02-07 10:04:24:078] startCore: processed 7 repositories
[2024-02-07 10:04:24:078] startCore: resolving true
